Alter;Beruf;Familienstand;Ausbildung;Ausgefallen;Kontostand;Eigentum;Darlehen;Dauer;Label
42;unbekannt;verheiratet;Hochschulabschluss;0;2816;0;0;193;1
36;unbekannt;verheiratet;Hochschulabschluss;0;2957;1;1;193;0
47;Techniker;verheiratet;Allgemeine Hochschulreife;0;3519;0;1;193;0
36;Arbeitslos;ledig;Mittlere Reife;0;4148;0;0;193;0
38;Beamter;verheiratet;Allgemeine Hochschulreife;0;4196;1;0;193;0
54;Selbständig;geschieden;Mittlere Reife;0;4382;1;0;193;0
38;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;4582;1;0;193;0
28;Techniker;verheiratet;Allgemeine Hochschulreife;0;7449;1;0;193;0
36;Techniker;ledig;Allgemeine Hochschulreife;0;7503;1;0;193;0
55;Beamter;verheiratet;Allgemeine Hochschulreife;0;8304;0;0;193;1
38;Techniker;ledig;Allgemeine Hochschulreife;0;8637;1;0;193;0
29;Servicekraft;ledig;Allgemeine Hochschulreife;0;-205;0;0;194;0
40;Angestellter;verheiratet;Mittlere Reife;0;-35;1;0;194;0
31;Techniker;geschieden;Allgemeine Hochschulreife;0;0;1;0;194;0
47;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;194;0
48;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;194;1
35;Beamter;verheiratet;Allgemeine Hochschulreife;0;2;1;0;194;1
32;unbekannt;verheiratet;Mittlere Reife;0;5;1;0;194;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;9;0;1;194;0
56;unbekannt;geschieden;Mittlere Reife;0;26;1;0;194;0
36;Beamter;verheiratet;Allgemeine Hochschulreife;0;39;1;0;194;0
40;Techniker;verheiratet;Allgemeine Hochschulreife;0;56;1;1;194;0
32;Servicekraft;geschieden;Allgemeine Hochschulreife;0;130;1;0;194;0
26;Student;ledig;Allgemeine Hochschulreife;0;132;0;0;194;1
28;Techniker;ledig;Hochschulabschluss;0;172;1;1;194;0
46;Beamter;verheiratet;Allgemeine Hochschulreife;0;179;1;0;194;0
39;unbekannt;geschieden;Hochschulabschluss;0;224;0;0;194;1
61;Rentner;verheiratet;Allgemeine Hochschulreife;0;243;0;0;194;0
27;Selbständig;verheiratet;Allgemeine Hochschulreife;1;254;1;1;194;0
28;unbekannt;ledig;Hochschulabschluss;0;278;0;1;194;0
28;Student;ledig;Allgemeine Hochschulreife;0;293;0;0;194;0
36;Servicekraft;ledig;Allgemeine Hochschulreife;0;328;1;0;194;0
42;unbekannt;verheiratet;Allgemeine Hochschulreife;0;406;1;0;194;0
30;unbekannt;verheiratet;Hochschulabschluss;0;419;1;0;194;1
32;Servicekraft;ledig;Allgemeine Hochschulreife;0;545;1;0;194;0
33;Freiberufler;verheiratet;Hochschulabschluss;0;606;1;0;194;0
59;Rentner;verheiratet;Mittlere Reife;0;741;0;0;194;0
54;Freiberufler;verheiratet;Mittlere Reife;0;943;1;1;194;0
44;unbekannt;verheiratet;Allgemeine Hochschulreife;0;991;0;0;194;0
46;Beamter;ledig;Allgemeine Hochschulreife;0;1070;1;0;194;0
32;Student;ledig;Allgemeine Hochschulreife;0;1102;0;0;194;1
58;Rentner;verheiratet;Mittlere Reife;0;1241;0;0;194;0
26;Selbständig;ledig;Hochschulabschluss;0;1393;0;0;194;0
54;unbekannt;verheiratet;Hochschulabschluss;0;1464;0;0;194;1
26;Angestellter;ledig;Allgemeine Hochschulreife;0;2007;0;0;194;1
23;Student;ledig;Allgemeine Hochschulreife;0;2530;1;0;194;0
49;Techniker;verheiratet;Hochschulabschluss;0;2611;0;0;194;1
30;unbekannt;ledig;Hochschulabschluss;0;3392;1;0;194;0
39;Hausgehilfin;verheiratet;Allgemeine Hochschulreife;0;4136;1;0;194;0
59;unbekannt;verheiratet;Hochschulabschluss;0;4606;0;0;194;0
40;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;5248;1;1;194;0
38;Techniker;ledig;Hochschulabschluss;0;6889;1;0;194;0
60;Rentner;verheiratet;Mittlere Reife;0;8025;0;0;194;0
50;unbekannt;verheiratet;unbekannt;0;8345;0;0;194;1
25;Student;ledig;Allgemeine Hochschulreife;0;14657;1;0;194;1
46;Techniker;geschieden;Allgemeine Hochschulreife;0;-1034;1;1;195;0
40;Angestellter;verheiratet;Mittlere Reife;0;-388;1;0;195;0
53;Angestellter;verheiratet;Mittlere Reife;0;-211;1;1;195;0
35;Angestellter;verheiratet;Mittlere Reife;0;-167;1;0;195;0
41;Techniker;ledig;Hochschulabschluss;0;-89;1;0;195;0
48;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;0;1;195;0
44;Techniker;ledig;Allgemeine Hochschulreife;0;33;1;0;195;0
45;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;56;1;0;195;0
37;Techniker;verheiratet;Hochschulabschluss;0;88;0;0;195;1
32;Angestellter;ledig;Allgemeine Hochschulreife;0;127;1;0;195;0
40;Arbeitslos;geschieden;Allgemeine Hochschulreife;0;193;1;0;195;0
29;Beamter;ledig;Hochschulabschluss;0;200;1;0;195;0
33;unbekannt;ledig;Hochschulabschluss;0;259;0;0;195;0
27;Techniker;ledig;Hochschulabschluss;0;261;1;1;195;0
35;Servicekraft;ledig;Allgemeine Hochschulreife;0;313;1;0;195;0
31;Student;ledig;Allgemeine Hochschulreife;0;334;1;0;195;0
57;Techniker;verheiratet;Allgemeine Hochschulreife;0;363;0;0;195;0
34;Angestellter;verheiratet;Allgemeine Hochschulreife;0;467;1;0;195;0
43;unbekannt;verheiratet;Mittlere Reife;0;644;0;0;195;0
47;Techniker;verheiratet;Allgemeine Hochschulreife;0;826;1;0;195;0
32;unbekannt;verheiratet;Hochschulabschluss;0;859;1;1;195;0
36;Beamter;ledig;Hochschulabschluss;0;994;0;0;195;1
37;Beamter;ledig;Hochschulabschluss;0;1000;1;0;195;1
52;Techniker;geschieden;Allgemeine Hochschulreife;0;1005;1;0;195;1
37;Techniker;verheiratet;Allgemeine Hochschulreife;0;1016;1;1;195;0
35;Beamter;geschieden;Allgemeine Hochschulreife;0;1085;0;0;195;1
55;Beamter;verheiratet;Allgemeine Hochschulreife;0;1102;1;0;195;0
25;Techniker;ledig;Allgemeine Hochschulreife;0;1105;1;0;195;0
48;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1267;1;0;195;0
36;Arbeitslos;ledig;Hochschulabschluss;0;1291;0;0;195;1
35;unbekannt;ledig;Hochschulabschluss;0;1756;0;0;195;1
25;Angestellter;ledig;Allgemeine Hochschulreife;0;1857;1;0;195;1
52;unbekannt;ledig;Hochschulabschluss;0;2290;0;0;195;0
29;Techniker;verheiratet;Allgemeine Hochschulreife;0;2326;0;0;195;1
33;Angestellter;verheiratet;unbekannt;0;2655;1;0;195;0
34;unbekannt;ledig;Hochschulabschluss;0;2679;1;0;195;0
32;Beamter;ledig;Allgemeine Hochschulreife;0;2817;1;0;195;0
50;unbekannt;verheiratet;Hochschulabschluss;0;3284;1;0;195;0
60;unbekannt;verheiratet;Hochschulabschluss;0;3824;0;0;195;0
51;Angestellter;verheiratet;Mittlere Reife;0;3844;0;0;195;0
45;unbekannt;verheiratet;Hochschulabschluss;0;3857;1;0;195;0
30;unbekannt;ledig;Hochschulabschluss;0;5561;1;0;195;1
44;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;5781;1;1;195;0
64;Rentner;verheiratet;Mittlere Reife;0;5871;0;0;195;0
38;Techniker;verheiratet;Allgemeine Hochschulreife;0;10596;0;0;195;1
55;unbekannt;verheiratet;Hochschulabschluss;0;12675;0;0;195;0
33;unbekannt;verheiratet;Hochschulabschluss;0;17946;1;0;195;1
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;-386;1;0;196;0
29;Servicekraft;ledig;Allgemeine Hochschulreife;0;-287;1;0;196;0
32;unbekannt;geschieden;Hochschulabschluss;1;-277;1;0;196;0
35;Techniker;verheiratet;Allgemeine Hochschulreife;0;-255;1;0;196;0
40;unbekannt;verheiratet;Hochschulabschluss;0;-63;0;1;196;0
34;Angestellter;verheiratet;Allgemeine Hochschulreife;0;-53;1;0;196;0
47;Angestellter;verheiratet;Allgemeine Hochschulreife;0;0;1;1;196;0
27;unbekannt;ledig;Hochschulabschluss;0;0;1;0;196;0
38;Techniker;ledig;Allgemeine Hochschulreife;0;0;1;0;196;0
32;unbekannt;ledig;Hochschulabschluss;0;0;1;0;196;0
30;Angestellter;ledig;Allgemeine Hochschulreife;0;5;1;0;196;0
28;Angestellter;verheiratet;Allgemeine Hochschulreife;0;8;1;0;196;0
41;Freiberufler;verheiratet;Hochschulabschluss;0;10;1;0;196;0
34;Angestellter;verheiratet;Allgemeine Hochschulreife;0;10;1;1;196;0
47;Hausgehilfin;geschieden;Allgemeine Hochschulreife;0;80;0;0;196;0
39;unbekannt;ledig;Hochschulabschluss;0;93;1;1;196;0
20;Student;ledig;unbekannt;0;179;0;0;196;0
44;Angestellter;ledig;Allgemeine Hochschulreife;0;184;1;0;196;0
35;unbekannt;ledig;unbekannt;0;186;1;0;196;0
36;Techniker;ledig;Allgemeine Hochschulreife;0;204;1;0;196;0
27;Hausgehilfin;verheiratet;Mittlere Reife;0;275;1;0;196;0
40;Angestellter;verheiratet;Allgemeine Hochschulreife;0;275;1;0;196;0
34;unbekannt;ledig;Hochschulabschluss;0;275;0;0;196;1
31;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;395;0;0;196;0
45;Arbeitslos;geschieden;Mittlere Reife;0;407;1;0;196;0
41;Techniker;ledig;Hochschulabschluss;0;431;0;0;196;1
33;Selbständig;ledig;Hochschulabschluss;0;562;1;1;196;1
27;unbekannt;ledig;Hochschulabschluss;0;574;1;0;196;0
38;Techniker;verheiratet;Allgemeine Hochschulreife;0;710;1;0;196;0
20;Student;ledig;unbekannt;0;829;0;0;196;1
48;Arbeitslos;geschieden;Mittlere Reife;0;840;0;0;196;0
28;Arbeitslos;ledig;Allgemeine Hochschulreife;0;1055;0;0;196;0
30;Angestellter;ledig;Allgemeine Hochschulreife;0;1224;1;0;196;0
34;Techniker;geschieden;Allgemeine Hochschulreife;0;1301;1;0;196;0
37;unbekannt;geschieden;Allgemeine Hochschulreife;0;1448;1;0;196;0
27;Beamter;verheiratet;Allgemeine Hochschulreife;0;1595;0;0;196;1
29;Techniker;ledig;Hochschulabschluss;0;1669;0;0;196;0
34;Selbständig;ledig;Hochschulabschluss;0;1798;1;0;196;0
35;Angestellter;verheiratet;Allgemeine Hochschulreife;0;2432;1;0;196;0
45;Beamter;verheiratet;Allgemeine Hochschulreife;0;2556;0;0;196;0
50;Beamter;verheiratet;Allgemeine Hochschulreife;0;3608;1;0;196;1
38;Beamter;verheiratet;Mittlere Reife;0;3913;1;0;196;0
28;Techniker;ledig;Allgemeine Hochschulreife;0;5763;0;1;196;1
62;unbekannt;geschieden;Hochschulabschluss;0;5943;0;0;196;1
53;Angestellter;ledig;Mittlere Reife;0;7724;0;0;196;0
33;Techniker;verheiratet;Hochschulabschluss;0;8023;0;0;196;0
31;Beamter;ledig;Allgemeine Hochschulreife;0;-449;1;0;197;0
35;Servicekraft;ledig;Allgemeine Hochschulreife;0;-291;1;0;197;0
47;Angestellter;verheiratet;Allgemeine Hochschulreife;0;-216;1;0;197;0
36;Angestellter;verheiratet;Allgemeine Hochschulreife;0;-173;1;0;197;0
44;Angestellter;geschieden;Mittlere Reife;0;-97;1;1;197;0
34;Techniker;verheiratet;Allgemeine Hochschulreife;0;-56;1;0;197;0
35;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;197;0
34;unbekannt;ledig;Hochschulabschluss;0;0;1;1;197;0
27;Angestellter;ledig;Mittlere Reife;0;21;0;0;197;0
34;Techniker;ledig;Allgemeine Hochschulreife;0;22;1;0;197;0
37;Servicekraft;ledig;Allgemeine Hochschulreife;0;23;1;0;197;0
35;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;70;1;1;197;0
35;Techniker;ledig;Allgemeine Hochschulreife;0;70;1;0;197;0
27;Freiberufler;ledig;Hochschulabschluss;0;81;0;0;197;0
37;Servicekraft;ledig;Allgemeine Hochschulreife;0;105;0;1;197;0
41;Techniker;geschieden;Allgemeine Hochschulreife;0;106;1;1;197;0
29;Beamter;geschieden;Allgemeine Hochschulreife;0;120;0;1;197;0
59;Angestellter;verheiratet;Allgemeine Hochschulreife;0;135;1;0;197;0
38;Freiberufler;ledig;Mittlere Reife;0;154;1;0;197;0
49;Servicekraft;ledig;Allgemeine Hochschulreife;0;178;1;1;197;0
33;Techniker;ledig;Allgemeine Hochschulreife;0;220;1;0;197;0
40;Beamter;geschieden;Allgemeine Hochschulreife;0;220;1;0;197;0
29;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;222;1;0;197;0
38;Beamter;geschieden;Allgemeine Hochschulreife;0;308;1;0;197;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;326;1;0;197;0
28;Student;ledig;Allgemeine Hochschulreife;0;330;0;0;197;0
29;Angestellter;ledig;Allgemeine Hochschulreife;0;336;1;0;197;0
24;Techniker;ledig;Hochschulabschluss;0;368;0;0;197;0
40;Angestellter;ledig;Allgemeine Hochschulreife;0;411;1;0;197;0
31;unbekannt;verheiratet;Hochschulabschluss;0;432;1;0;197;0
39;Angestellter;verheiratet;Mittlere Reife;0;481;0;0;197;0
58;Rentner;verheiratet;Allgemeine Hochschulreife;0;502;1;0;197;0
30;Angestellter;ledig;Allgemeine Hochschulreife;0;522;0;0;197;0
51;Techniker;ledig;Allgemeine Hochschulreife;0;527;1;0;197;0
21;Student;ledig;Allgemeine Hochschulreife;0;557;0;0;197;0
30;Selbständig;verheiratet;Allgemeine Hochschulreife;0;581;1;0;197;0
46;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;594;0;0;197;0
47;Beamter;verheiratet;Allgemeine Hochschulreife;0;642;1;0;197;0
30;Angestellter;ledig;Allgemeine Hochschulreife;0;783;0;1;197;0
35;Student;ledig;Hochschulabschluss;0;873;1;0;197;0
41;Angestellter;verheiratet;Mittlere Reife;0;875;1;0;197;0
43;Freiberufler;verheiratet;Hochschulabschluss;0;903;1;0;197;0
48;Angestellter;verheiratet;Mittlere Reife;0;1080;1;0;197;0
69;Hausgehilfin;verheiratet;Mittlere Reife;0;1080;0;0;197;0
51;Arbeitslos;ledig;Hochschulabschluss;0;1594;0;0;197;0
34;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;1611;0;1;197;0
30;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1717;1;0;197;0
45;Techniker;verheiratet;Allgemeine Hochschulreife;0;1818;0;0;197;0
50;Selbständig;verheiratet;Allgemeine Hochschulreife;0;2061;1;1;197;0
45;Angestellter;verheiratet;Allgemeine Hochschulreife;0;2246;1;1;197;0
51;unbekannt;verheiratet;Hochschulabschluss;0;2582;0;0;197;0
32;unbekannt;ledig;Hochschulabschluss;0;2667;1;0;197;0
34;Techniker;ledig;Allgemeine Hochschulreife;0;3311;0;0;197;0
32;Angestellter;verheiratet;Allgemeine Hochschulreife;0;4471;1;0;197;0
58;Hausgehilfin;verheiratet;Mittlere Reife;0;4605;0;0;197;0
56;Angestellter;verheiratet;Mittlere Reife;0;6677;1;0;197;0
55;unbekannt;verheiratet;Hochschulabschluss;0;10065;0;0;197;0
34;unbekannt;geschieden;Hochschulabschluss;0;13204;1;1;197;1
45;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;-33;0;0;198;0
36;Selbständig;verheiratet;Allgemeine Hochschulreife;0;0;1;0;198;0
28;unbekannt;ledig;Hochschulabschluss;0;0;0;0;198;0
41;Hausgehilfin;geschieden;Allgemeine Hochschulreife;0;43;1;0;198;0
43;Servicekraft;ledig;Allgemeine Hochschulreife;0;66;1;0;198;0
36;Selbständig;ledig;Allgemeine Hochschulreife;0;74;1;1;198;0
29;Angestellter;verheiratet;Allgemeine Hochschulreife;0;76;1;0;198;0
30;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;78;1;0;198;0
35;unbekannt;verheiratet;Hochschulabschluss;0;93;0;0;198;0
27;Angestellter;ledig;Allgemeine Hochschulreife;0;153;1;0;198;0
33;Angestellter;verheiratet;Mittlere Reife;0;217;1;0;198;0
52;Angestellter;verheiratet;Mittlere Reife;0;230;1;0;198;0
48;unbekannt;geschieden;Hochschulabschluss;0;266;1;0;198;0
56;Angestellter;verheiratet;Mittlere Reife;0;309;1;0;198;0
36;Techniker;ledig;Allgemeine Hochschulreife;0;317;1;0;198;0
56;Rentner;ledig;Hochschulabschluss;0;352;0;0;198;0
50;unbekannt;geschieden;Hochschulabschluss;0;356;0;0;198;0
31;Angestellter;verheiratet;Allgemeine Hochschulreife;0;382;1;0;198;0
31;Angestellter;verheiratet;Mittlere Reife;0;389;1;0;198;0
35;Angestellter;ledig;Allgemeine Hochschulreife;0;398;1;0;198;0
42;Beamter;ledig;Allgemeine Hochschulreife;0;400;1;0;198;0
52;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;416;1;0;198;0
42;Techniker;verheiratet;Allgemeine Hochschulreife;0;419;0;0;198;0
59;Angestellter;verheiratet;Allgemeine Hochschulreife;0;448;0;0;198;0
46;Angestellter;verheiratet;Allgemeine Hochschulreife;0;450;1;0;198;0
32;Angestellter;verheiratet;Mittlere Reife;0;474;1;0;198;0
38;unbekannt;verheiratet;Hochschulabschluss;0;516;1;0;198;0
50;unbekannt;geschieden;Hochschulabschluss;0;516;1;1;198;0
33;Angestellter;verheiratet;Allgemeine Hochschulreife;0;526;1;0;198;0
35;unbekannt;ledig;Hochschulabschluss;0;539;1;0;198;0
57;Techniker;verheiratet;Allgemeine Hochschulreife;0;589;1;0;198;0
28;Beamter;verheiratet;Hochschulabschluss;0;654;0;0;198;0
29;Student;ledig;Allgemeine Hochschulreife;0;658;0;0;198;1
31;Techniker;ledig;Allgemeine Hochschulreife;0;691;1;0;198;0
38;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;773;1;0;198;0
32;unbekannt;ledig;Hochschulabschluss;0;796;0;1;198;0
50;Freiberufler;verheiratet;Allgemeine Hochschulreife;0;854;0;0;198;0
52;Techniker;verheiratet;Allgemeine Hochschulreife;0;1033;0;0;198;0
36;Beamter;verheiratet;Hochschulabschluss;0;1145;1;0;198;0
59;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;1625;0;0;198;1
31;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1981;1;0;198;0
38;Techniker;verheiratet;Allgemeine Hochschulreife;0;2000;1;0;198;0
33;unbekannt;geschieden;Hochschulabschluss;0;2240;0;0;198;1
34;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;2825;1;0;198;0
32;Angestellter;verheiratet;Allgemeine Hochschulreife;0;3228;1;0;198;0
38;Angestellter;verheiratet;Mittlere Reife;0;3242;1;0;198;0
27;Student;ledig;Hochschulabschluss;0;3733;1;0;198;1
30;Beamter;verheiratet;Hochschulabschluss;0;4168;0;0;198;0
41;Servicekraft;ledig;Mittlere Reife;0;5907;1;0;198;0
57;Selbständig;verheiratet;Allgemeine Hochschulreife;0;11494;0;0;198;0
28;Angestellter;ledig;Allgemeine Hochschulreife;0;-46;1;0;199;1
52;Freiberufler;verheiratet;Allgemeine Hochschulreife;0;0;0;1;199;0
50;unbekannt;verheiratet;Hochschulabschluss;0;0;0;0;199;0
37;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;199;0
54;unbekannt;geschieden;Hochschulabschluss;0;0;1;0;199;0
47;Selbständig;verheiratet;Hochschulabschluss;0;3;1;0;199;0
39;unbekannt;verheiratet;Hochschulabschluss;0;24;0;0;199;0
43;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;43;1;0;199;0
50;Angestellter;verheiratet;unbekannt;0;51;0;0;199;0
40;Beamter;verheiratet;Allgemeine Hochschulreife;0;67;0;0;199;0
23;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;83;1;0;199;0
33;unbekannt;ledig;Hochschulabschluss;0;102;1;1;199;0
34;Techniker;verheiratet;Allgemeine Hochschulreife;0;210;1;1;199;0
41;unbekannt;verheiratet;Mittlere Reife;0;243;1;0;199;0
36;Angestellter;ledig;Mittlere Reife;0;263;1;0;199;0
39;Beamter;verheiratet;Allgemeine Hochschulreife;0;272;1;1;199;0
33;unbekannt;verheiratet;Hochschulabschluss;0;287;1;0;199;0
26;Beamter;ledig;Hochschulabschluss;0;313;0;1;199;1
53;Freiberufler;verheiratet;unbekannt;0;352;0;0;199;0
33;unbekannt;ledig;Hochschulabschluss;0;437;1;0;199;0
48;Servicekraft;geschieden;Allgemeine Hochschulreife;0;457;1;0;199;0
43;Angestellter;geschieden;Mittlere Reife;0;515;1;0;199;0
69;Rentner;verheiratet;unbekannt;0;647;0;0;199;0
30;Angestellter;verheiratet;Mittlere Reife;0;714;1;0;199;0
34;Techniker;verheiratet;Allgemeine Hochschulreife;0;904;0;0;199;0
43;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;948;1;0;199;0
49;Rentner;verheiratet;Allgemeine Hochschulreife;0;993;1;1;199;0
37;Hausgehilfin;geschieden;Allgemeine Hochschulreife;0;1040;1;0;199;0
41;unbekannt;verheiratet;Hochschulabschluss;0;1072;1;0;199;0
35;Beamter;geschieden;Allgemeine Hochschulreife;0;1085;0;0;199;1
28;Angestellter;ledig;Allgemeine Hochschulreife;0;1285;0;0;199;0
30;Techniker;ledig;Allgemeine Hochschulreife;0;1395;1;0;199;0
32;unbekannt;ledig;Hochschulabschluss;0;1431;0;0;199;0
32;Techniker;ledig;Hochschulabschluss;0;1534;0;0;199;0
39;Freiberufler;ledig;Hochschulabschluss;0;1837;0;0;199;0
30;Student;ledig;Hochschulabschluss;0;2539;0;0;199;1
35;Angestellter;verheiratet;Allgemeine Hochschulreife;0;2737;1;0;199;0
35;unbekannt;geschieden;Hochschulabschluss;0;2885;0;0;199;1
61;unbekannt;verheiratet;Hochschulabschluss;0;6016;0;0;199;0
32;Techniker;ledig;Hochschulabschluss;0;6746;0;0;199;1
58;Techniker;verheiratet;Allgemeine Hochschulreife;0;7429;0;0;199;0
49;Angestellter;verheiratet;Allgemeine Hochschulreife;0;8545;1;1;199;0
26;Student;ledig;Hochschulabschluss;0;13887;0;0;199;0
34;Angestellter;verheiratet;Allgemeine Hochschulreife;0;-29;1;0;200;0
37;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;1;0;200;0
46;Techniker;verheiratet;Allgemeine Hochschulreife;0;0;0;0;200;1
46;Techniker;verheiratet;Allgemeine Hochschulreife;0;1;0;1;200;0
32;Beamter;ledig;Allgemeine Hochschulreife;0;5;1;1;200;0
57;unbekannt;verheiratet;Hochschulabschluss;0;16;0;0;200;0
31;Techniker;ledig;Allgemeine Hochschulreife;0;44;0;0;200;0
39;unbekannt;verheiratet;unbekannt;0;76;0;0;200;1
29;Freiberufler;ledig;Mittlere Reife;0;97;1;0;200;0
36;Angestellter;ledig;Allgemeine Hochschulreife;0;103;1;0;200;0
40;Angestellter;verheiratet;Mittlere Reife;0;106;1;0;200;0
36;Angestellter;ledig;Mittlere Reife;0;109;1;0;200;0
31;Servicekraft;ledig;Allgemeine Hochschulreife;0;125;0;0;200;0
35;Arbeitslos;ledig;Hochschulabschluss;0;154;0;0;200;1
56;Techniker;verheiratet;Allgemeine Hochschulreife;0;170;1;0;200;0
31;Techniker;ledig;Hochschulabschluss;0;236;1;0;200;0
22;Student;ledig;Allgemeine Hochschulreife;0;241;1;0;200;0
44;Techniker;verheiratet;Allgemeine Hochschulreife;0;310;1;0;200;0
57;Angestellter;geschieden;Allgemeine Hochschulreife;0;311;1;0;200;0
55;Freiberufler;verheiratet;Hochschulabschluss;0;323;1;1;200;0
36;unbekannt;verheiratet;Hochschulabschluss;0;361;0;0;200;0
40;unbekannt;verheiratet;Hochschulabschluss;0;384;0;0;200;0
54;Selbständig;ledig;Hochschulabschluss;0;384;0;1;200;1
38;Servicekraft;ledig;Mittlere Reife;0;393;1;0;200;0
40;Rentner;verheiratet;Mittlere Reife;0;407;1;0;200;0
51;unbekannt;verheiratet;Hochschulabschluss;0;469;0;0;200;1
37;Beamter;geschieden;unbekannt;0;471;1;0;200;0
43;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;508;1;0;200;0
46;unbekannt;verheiratet;Mittlere Reife;0;589;0;0;200;0
40;Angestellter;verheiratet;Mittlere Reife;0;637;1;0;200;0
32;unbekannt;ledig;Hochschulabschluss;0;703;1;0;200;0
27;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;724;1;1;200;0
35;unbekannt;verheiratet;Hochschulabschluss;0;925;0;0;200;1
53;unbekannt;verheiratet;Mittlere Reife;0;995;0;0;200;0
26;Techniker;ledig;Hochschulabschluss;0;1066;0;0;200;1
53;Rentner;verheiratet;Mittlere Reife;0;1068;0;0;200;0
32;unbekannt;ledig;Hochschulabschluss;0;1077;0;0;200;0
57;Rentner;verheiratet;Allgemeine Hochschulreife;0;1230;0;0;200;0
54;Beamter;verheiratet;Allgemeine Hochschulreife;0;1239;0;0;200;0
37;Beamter;verheiratet;Allgemeine Hochschulreife;0;1314;1;0;200;0
33;Techniker;verheiratet;Allgemeine Hochschulreife;0;1434;1;0;200;0
30;unbekannt;ledig;Hochschulabschluss;0;1572;0;0;200;0
29;Techniker;verheiratet;Allgemeine Hochschulreife;0;1599;1;0;200;0
29;unbekannt;ledig;Hochschulabschluss;0;1673;0;0;200;0
36;Beamter;verheiratet;Allgemeine Hochschulreife;0;2278;1;0;200;0
50;unbekannt;verheiratet;Hochschulabschluss;0;2809;1;0;200;0
39;unbekannt;verheiratet;Allgemeine Hochschulreife;0;2981;0;0;200;1
40;Beamter;verheiratet;Allgemeine Hochschulreife;0;3126;1;0;200;0
44;Arbeitslos;ledig;unbekannt;0;3938;1;0;200;0
60;Servicekraft;verheiratet;Hochschulabschluss;0;4256;1;0;200;1
23;Techniker;ledig;Allgemeine Hochschulreife;0;4545;0;0;200;0
64;unbekannt;verheiratet;Hochschulabschluss;0;4688;0;0;200;1
48;Servicekraft;geschieden;Allgemeine Hochschulreife;0;4906;1;0;200;0
57;Rentner;verheiratet;Allgemeine Hochschulreife;0;5313;0;0;200;0
59;Angestellter;verheiratet;Allgemeine Hochschulreife;0;5314;1;0;200;0
32;Beamter;ledig;Allgemeine Hochschulreife;0;8626;0;0;200;0
47;Angestellter;verheiratet;Mittlere Reife;0;-287;1;0;201;0
46;Techniker;geschieden;Allgemeine Hochschulreife;0;-26;1;1;201;0
29;Angestellter;ledig;Allgemeine Hochschulreife;0;-16;1;1;201;0
33;Beamter;ledig;Allgemeine Hochschulreife;0;0;0;0;201;0
28;Student;verheiratet;Allgemeine Hochschulreife;0;0;0;0;201;0
53;Selbständig;geschieden;Hochschulabschluss;0;8;0;0;201;0
28;Beamter;ledig;Hochschulabschluss;0;14;0;0;201;0
44;Angestellter;geschieden;Mittlere Reife;0;25;1;0;201;0
39;unbekannt;ledig;Hochschulabschluss;0;30;1;0;201;0
59;Angestellter;verheiratet;Allgemeine Hochschulreife;0;32;1;0;201;0
44;unbekannt;verheiratet;Hochschulabschluss;0;38;1;0;201;0
48;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;74;0;0;201;0
27;Freiberufler;verheiratet;Hochschulabschluss;0;79;1;1;201;0
31;Angestellter;verheiratet;Allgemeine Hochschulreife;0;125;1;0;201;0
40;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;191;1;0;201;0
46;Freiberufler;verheiratet;Hochschulabschluss;0;193;1;0;201;0
41;Angestellter;verheiratet;Mittlere Reife;0;194;1;0;201;0
46;unbekannt;geschieden;Hochschulabschluss;0;225;1;0;201;0
34;Techniker;verheiratet;Allgemeine Hochschulreife;0;256;1;0;201;0
